transaction_id,transaction_date,transaction_time,product_id,product_name,product_category,size,quantity,unit_price,total_price,payment_method,customer_id,loyalty_points_earned,location,barista_id,new_transaction_id
1422,2024-12-01,16:01:42,P101,Espresso,Coffee,Medium,2,3.0,6.0,Cash,C854,10,Mall Branch,EMP002,989
1423,2025-05-22,12:34:47,P103,Latte,Coffee,Large,1,4.5,4.5,Credit Card,,7,Mall Branch,EMP003,278
1424,2024-12-03,11:35:17,P101,Espresso,Coffee,Small,3,2.5,7.5,Cash,,0,University,EMP005,1220
1425,2024-10-27,15:16:00,P103,Latte,Coffee,Medium,1,3.5,3.5,Cash,C837,0,Downtown,EMP002,1888
1426,2024-08-30,18:22:34,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Cash,C229,0,University,EMP005,484
1427,2025-07-08,14:58:55,P101,Espresso,Coffee,Medium,1,3.0,3.0,Debit Card,C119,0,Mall Branch,EMP002,1266
1428,2025-03-21,12:04:23,P302,Croissant,Bakery,,1,3.0,3.0,Debit Card,,8,Downtown,EMP002,731
1429,2025-01-16,09:16:21,P101,Espresso,Coffee,Small,3,2.5,7.5,Credit Card,,5,Mall Branch,EMP005,2240
1430,2024-08-26,16:07:35,P101,Espresso,Coffee,Medium,2,3.0,6.0,Cash,,0,University,EMP002,1041
1431,2025-03-25,09:28:47,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Debit Card,C858,6,University,EMP001,918
1432,2024-10-08,12:59:31,P302,Croissant,Bakery,,2,3.0,6.0,Debit Card,C358,10,Airport,EMP001,2449
1433,2025-05-14,20:51:42,P101,Espresso,Coffee,Medium,1,3.0,3.0,Credit Card,,2,Airport,EMP001,886
1434,2025-03-12,10:53:20,P102,Cappuccino,Coffee,Small,2,3.0,6.0,Debit Card,C937,0,Airport,EMP005,22
1435,2024-10-24,12:23:39,P301,Blueberry Muffin,Bakery,,1,2.5,2.5,Credit Card,,0,Mall Branch,EMP004,474
1436,2025-04-29,09:56:16,P201,Green Tea,Tea,Small,3,2.0,6.0,Cash,C298,4,Airport,EMP003,2258
1437,2025-02-20,10:06:14,P201,Green Tea,Tea,Medium,2,2.5,5.0,Cash,C322,0,Downtown,EMP001,2354
1438,2024-12-13,20:33:57,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Debit Card,C635,10,University,EMP004,704
1439,2024-10-31,16:45:51,P201,Green Tea,Tea,Small,3,2.0,6.0,Credit Card,C245,6,Mall Branch,EMP003,687
1440,2025-04-20,18:12:26,P202,Chai Latte,Tea,Large,2,4.0,8.0,Debit Card,C615,0,Downtown,EMP004,285
1441,2024-08-11,11:22:59,P302,Croissant,Bakery,,3,3.0,9.0,Cash,,4,University,EMP001,716
1442,2024-11-12,16:51:50,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Cash,C786,3,University,EMP004,763
1443,2025-01-20,13:02:08,P103,Latte,Coffee,Medium,3,3.5,10.5,Debit Card,C207,0,University,EMP002,1251
1444,2025-04-18,18:24:16,P301,Blueberry Muffin,Bakery,,1,2.5,2.5,Debit Card,C368,10,Mall Branch,EMP001,948
1445,2024-11-06,10:44:48,P302,Croissant,Bakery,,2,3.0,6.0,Cash,C536,10,Airport,EMP001,2429
1446,2024-10-08,19:03:36,P103,Latte,Coffee,Large,3,4.5,13.5,Debit Card,C597,0,Downtown,EMP003,1031
1447,2024-11-05,13:16:17,P101,Espresso,Coffee,Medium,1,3.0,3.0,Credit Card,C973,5,Mall Branch,EMP002,29
1448,2025-07-23,14:04:17,P202,Chai Latte,Tea,Large,2,4.0,8.0,Cash,C110,2,Downtown,EMP004,907
1449,2025-03-18,08:25:21,P202,Chai Latte,Tea,Large,3,4.0,12.0,Cash,C905,4,University,EMP002,2127
1450,2024-10-03,18:51:58,P302,Croissant,Bakery,,1,3.0,3.0,Debit Card,,0,Mall Branch,EMP004,570
1451,2024-12-09,11:39:16,P302,Croissant,Bakery,,1,3.0,3.0,Cash,C166,0,Mall Branch,EMP005,2007
1452,2024-12-05,09:06:32,P302,Croissant,Bakery,,3,3.0,9.0,Cash,C679,6,Airport,EMP005,1454
1453,2024-11-13,20:21:10,P201,Green Tea,Tea,Medium,3,2.5,7.5,Debit Card,C194,0,Mall Branch,EMP004,738
1454,2025-04-29,19:11:57,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Credit Card,C796,2,University,EMP001,516
1455,2025-07-28,20:27:38,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Credit Card,C573,0,Mall Branch,EMP005,2001
1456,2024-09-04,20:49:54,P103,Latte,Coffee,Large,3,4.5,13.5,Credit Card,C620,0,University,EMP003,2445
1457,2024-11-04,15:21:55,P102,Cappuccino,Coffee,Medium,1,3.5,3.5,Debit Card,,1,Downtown,EMP005,39
1458,2025-05-15,17:22:29,P102,Cappuccino,Coffee,Small,2,3.0,6.0,Credit Card,C768,8,University,EMP003,887
1459,2024-08-22,18:11:48,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Credit Card,C776,6,Airport,EMP002,2205
1460,2025-07-10,20:10:09,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Credit Card,C677,2,University,EMP003,1099
1461,2025-02-24,15:32:23,P202,Chai Latte,Tea,Large,2,4.0,8.0,Cash,,9,Downtown,EMP004,1824
1462,2025-02-05,17:32:22,P101,Espresso,Coffee,Medium,1,3.0,3.0,Cash,,3,Mall Branch,EMP003,1711
1463,2025-04-16,15:16:09,P103,Latte,Coffee,Medium,2,3.5,7.0,Debit Card,,5,Downtown,EMP001,974
1464,2025-03-11,09:55:15,P202,Chai Latte,Tea,Medium,3,3.5,10.5,Debit Card,C833,0,University,EMP002,1563
1465,2025-07-05,14:26:37,P302,Croissant,Bakery,,3,3.0,9.0,Credit Card,C638,6,Airport,EMP004,989
1466,2024-10-27,18:13:48,P302,Croissant,Bakery,,2,3.0,6.0,Debit Card,,0,Airport,EMP003,21
1467,2025-01-04,16:49:39,P302,Croissant,Bakery,,2,3.0,6.0,Cash,C124,2,Airport,EMP005,2351
1468,2025-07-20,13:32:44,P302,Croissant,Bakery,,1,3.0,3.0,Credit Card,,0,University,EMP001,869
1469,2025-03-25,15:05:20,P301,Blueberry Muffin,Bakery,,1,2.5,2.5,Credit Card,,0,Mall Branch,EMP003,84
1470,2025-03-02,12:38:04,P302,Croissant,Bakery,,2,3.0,6.0,Cash,,0,University,EMP002,1683
1471,2024-12-12,16:29:41,P201,Green Tea,Tea,Small,3,2.0,6.0,Cash,C806,0,University,EMP001,1977
1472,2025-04-14,17:42:44,P101,Espresso,Coffee,Medium,2,3.0,6.0,Debit Card,C420,3,University,EMP005,1411
1473,2025-01-11,13:36:06,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Cash,C494,0,University,EMP003,1531
1474,2025-05-10,09:55:51,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Credit Card,,0,Airport,EMP004,570
1475,2025-04-10,14:05:48,P302,Croissant,Bakery,,2,3.0,6.0,Debit Card,C594,3,Airport,EMP004,934
1476,2024-10-31,12:21:56,P202,Chai Latte,Tea,Large,2,4.0,8.0,Cash,C723,0,Airport,EMP003,1981
1477,2025-05-26,09:05:33,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Debit Card,C564,0,Downtown,EMP005,1856
1478,2025-04-25,16:24:19,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Cash,C778,8,University,EMP004,793
1479,2024-08-24,13:51:10,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Credit Card,C719,8,University,EMP002,792
1480,2025-07-01,18:11:30,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Credit Card,C712,0,Downtown,EMP001,1810
1481,2025-04-12,18:04:23,P202,Chai Latte,Tea,Medium,3,3.5,10.5,Credit Card,,0,University,EMP005,1295
1482,2024-11-05,12:19:50,P302,Croissant,Bakery,,3,3.0,9.0,Debit Card,,1,Downtown,EMP004,2256
1483,2025-03-16,14:14:39,P302,Croissant,Bakery,,1,3.0,3.0,Credit Card,,0,Airport,EMP003,1608
1484,2024-09-21,20:53:13,P103,Latte,Coffee,Large,3,4.5,13.5,Debit Card,C197,0,Airport,EMP002,1084
1485,2025-02-10,16:03:07,P201,Green Tea,Tea,Medium,1,2.5,2.5,Debit Card,,0,Mall Branch,EMP002,2478
1486,2024-08-15,12:38:28,P101,Espresso,Coffee,Medium,3,3.0,9.0,Cash,,5,University,EMP004,985
1487,2025-07-19,11:46:27,P202,Chai Latte,Tea,Medium,3,3.5,10.5,Credit Card,C636,1,Downtown,EMP002,1681
1488,2024-09-27,08:09:11,P302,Croissant,Bakery,,1,3.0,3.0,Cash,C497,0,Downtown,EMP003,520
1489,2024-11-24,19:46:48,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Cash,,0,University,EMP005,591
1490,2025-06-26,20:55:16,P102,Cappuccino,Coffee,Medium,2,3.5,7.0,Debit Card,C688,8,Mall Branch,EMP003,1051
1491,2025-02-27,09:39:27,P302,Croissant,Bakery,,2,3.0,6.0,Credit Card,,8,University,EMP001,1710
1492,2025-05-05,10:39:50,P202,Chai Latte,Tea,Medium,3,3.5,10.5,Debit Card,C114,5,Mall Branch,EMP005,2036
1493,2025-05-17,14:57:14,P202,Chai Latte,Tea,Large,2,4.0,8.0,Cash,,2,University,EMP003,2247
1494,2025-03-18,11:19:58,P302,Croissant,Bakery,,1,3.0,3.0,Credit Card,C549,0,University,EMP002,2435
1495,2025-02-03,17:18:43,P301,Blueberry Muffin,Bakery,,1,2.5,2.5,Credit Card,C748,0,Mall Branch,EMP003,349
1496,2025-05-11,12:54:22,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Debit Card,C171,6,Downtown,EMP004,960
1497,2025-07-07,10:54:08,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Cash,C913,3,Downtown,EMP003,1964
1498,2024-12-22,10:02:30,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Credit Card,C610,2,Downtown,EMP004,693
1499,2024-10-04,12:40:22,P103,Latte,Coffee,Medium,2,3.5,7.0,Cash,C884,4,University,EMP005,1560
1500,2024-10-19,09:41:06,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Cash,C347,8,Mall Branch,EMP002,378
1501,2025-05-25,11:52:38,P301,Blueberry Muffin,Bakery,,1,2.5,2.5,Credit Card,C604,1,Airport,EMP004,527
1502,2025-04-12,14:15:26,P102,Cappuccino,Coffee,Large,2,4.0,8.0,Cash,C380,0,Mall Branch,EMP001,2254
1503,2025-07-02,12:42:28,P103,Latte,Coffee,Large,2,4.5,9.0,Debit Card,C251,0,University,EMP001,1260
1504,2025-03-30,16:16:29,P201,Green Tea,Tea,Medium,1,2.5,2.5,Cash,,0,Mall Branch,EMP002,1876
1505,2024-09-19,14:52:04,P301,Blueberry Muffin,Bakery,,1,2.5,2.5,Debit Card,C189,0,Airport,EMP004,1764
1506,2025-04-08,12:28:55,P101,Espresso,Coffee,Small,3,2.5,7.5,Credit Card,,9,Airport,EMP002,521
1507,2025-05-25,15:17:39,P101,Espresso,Coffee,Small,3,2.5,7.5,Debit Card,C127,2,Mall Branch,EMP004,1702
1508,2024-12-10,18:07:40,P201,Green Tea,Tea,Small,1,2.0,2.0,Debit Card,C206,0,University,EMP005,1017
1509,2025-07-02,14:12:46,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Debit Card,,10,University,EMP003,1014
1510,2024-12-15,12:42:35,P201,Green Tea,Tea,Small,1,2.0,2.0,Cash,C497,0,University,EMP002,117
1511,2025-02-05,15:08:37,P201,Green Tea,Tea,Small,3,2.0,6.0,Credit Card,C923,0,Airport,EMP002,2434
1512,2025-05-01,12:46:13,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Credit Card,C745,5,Airport,EMP003,1368
1513,2024-09-16,18:48:04,P301,Blueberry Muffin,Bakery,,1,2.5,2.5,Credit Card,C576,1,Downtown,EMP003,584
1514,2024-09-18,17:48:31,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Credit Card,,3,Mall Branch,EMP001,395
1515,2025-03-17,14:01:24,P102,Cappuccino,Coffee,Large,2,4.0,8.0,Credit Card,,7,University,EMP001,1088
1516,2025-01-15,12:30:46,P101,Espresso,Coffee,Small,2,2.5,5.0,Cash,C698,5,Airport,EMP001,72
1517,2024-09-10,20:09:12,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Cash,,3,University,EMP003,274
1518,2024-11-19,08:28:23,P103,Latte,Coffee,Large,3,4.5,13.5,Credit Card,C288,6,University,EMP001,2014
1519,2025-07-18,14:14:41,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Cash,C586,0,Downtown,EMP004,1344
1520,2025-07-08,19:59:41,P201,Green Tea,Tea,Medium,3,2.5,7.5,Cash,C541,0,University,EMP003,338
1521,2025-06-14,12:41:52,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Debit Card,C667,3,Airport,EMP005,1390
1522,2024-09-24,18:58:51,P101,Espresso,Coffee,Medium,3,3.0,9.0,Debit Card,C104,8,Airport,EMP001,607
1523,2024-12-12,15:13:45,P202,Chai Latte,Tea,Large,3,4.0,12.0,Credit Card,C702,1,University,EMP003,166
1524,2025-06-26,13:20:43,P101,Espresso,Coffee,Medium,2,3.0,6.0,Debit Card,,1,Airport,EMP005,1568
1525,2025-04-29,17:03:00,P101,Espresso,Coffee,Medium,2,3.0,6.0,Debit Card,C145,0,Airport,EMP005,2059
1526,2024-11-17,15:30:27,P201,Green Tea,Tea,Small,3,2.0,6.0,Debit Card,,0,Downtown,EMP003,1325
1527,2025-07-16,10:00:19,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Debit Card,C111,5,University,EMP005,729
1528,2025-03-03,16:38:32,P102,Cappuccino,Coffee,Small,1,3.0,3.0,Credit Card,,5,University,EMP003,2044
1529,2025-05-13,14:44:15,P201,Green Tea,Tea,Small,1,2.0,2.0,Debit Card,C146,4,Mall Branch,EMP004,102
1530,2025-03-03,09:29:41,P102,Cappuccino,Coffee,Large,1,4.0,4.0,Debit Card,C940,7,Downtown,EMP002,1416
1531,2025-06-02,15:47:43,P102,Cappuccino,Coffee,Small,1,3.0,3.0,Credit Card,,10,Downtown,EMP004,779
1532,2024-11-23,14:13:48,P302,Croissant,Bakery,,2,3.0,6.0,Debit Card,C686,0,Downtown,EMP004,214
1533,2025-05-21,17:13:33,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Debit Card,C640,0,Mall Branch,EMP003,1112
1534,2025-07-23,09:15:39,P101,Espresso,Coffee,Small,2,2.5,5.0,Debit Card,,10,Mall Branch,EMP003,1577
1535,2025-01-23,08:19:58,P101,Espresso,Coffee,Small,2,2.5,5.0,Cash,C847,0,Airport,EMP001,2449
1536,2025-02-21,10:56:06,P201,Green Tea,Tea,Small,1,2.0,2.0,Debit Card,,1,Airport,EMP004,1696
1537,2025-07-18,11:18:12,P201,Green Tea,Tea,Small,2,2.0,4.0,Cash,C480,0,Mall Branch,EMP004,592
1538,2025-01-05,10:19:18,P201,Green Tea,Tea,Small,1,2.0,2.0,Debit Card,C970,0,Mall Branch,EMP003,1334
1539,2025-03-04,09:51:07,P302,Croissant,Bakery,,2,3.0,6.0,Cash,,0,Mall Branch,EMP004,1110
1540,2024-12-24,08:31:55,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Credit Card,,10,Downtown,EMP002,2140
1541,2025-05-05,14:02:27,P302,Croissant,Bakery,,1,3.0,3.0,Cash,,0,Downtown,EMP005,714
1542,2024-10-17,18:55:57,P102,Cappuccino,Coffee,Medium,1,3.5,3.5,Cash,C262,0,University,EMP002,936
1543,2025-05-04,13:24:45,P103,Latte,Coffee,Large,2,4.5,9.0,Debit Card,C251,0,Mall Branch,EMP002,1952
1544,2024-09-04,14:05:16,P201,Green Tea,Tea,Medium,2,2.5,5.0,Debit Card,C288,0,Mall Branch,EMP004,242
1545,2024-12-05,12:14:01,P101,Espresso,Coffee,Medium,2,3.0,6.0,Credit Card,C197,0,Downtown,EMP002,2044
1546,2025-07-17,20:00:23,P302,Croissant,Bakery,,1,3.0,3.0,Cash,,0,Downtown,EMP001,2
1547,2024-09-13,17:20:04,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Debit Card,C746,4,University,EMP003,2273
1548,2025-06-30,13:55:16,P302,Croissant,Bakery,,3,3.0,9.0,Credit Card,,10,Downtown,EMP004,1769
1549,2025-04-07,18:08:22,P201,Green Tea,Tea,Medium,2,2.5,5.0,Credit Card,,0,Mall Branch,EMP005,1950
1550,2025-04-23,13:53:44,P102,Cappuccino,Coffee,Small,1,3.0,3.0,Credit Card,C611,0,Airport,EMP004,2164
1551,2024-11-24,12:28:31,P201,Green Tea,Tea,Small,3,2.0,6.0,Credit Card,C557,7,Mall Branch,EMP003,918
1552,2025-06-21,20:11:16,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Credit Card,,8,Downtown,EMP005,2242
1553,2025-01-18,16:19:09,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Debit Card,C762,0,Downtown,EMP003,90
1554,2025-05-25,16:42:32,P201,Green Tea,Tea,Medium,2,2.5,5.0,Credit Card,C486,5,Airport,EMP001,1710
1555,2025-04-21,20:29:58,P102,Cappuccino,Coffee,Large,1,4.0,4.0,Cash,C693,0,University,EMP001,2170
1556,2024-11-17,20:18:51,P201,Green Tea,Tea,Small,3,2.0,6.0,Credit Card,C475,10,Downtown,EMP005,143
1557,2024-09-05,12:54:22,P202,Chai Latte,Tea,Large,3,4.0,12.0,Credit Card,C757,10,Airport,EMP005,106
1558,2025-04-16,10:22:17,P103,Latte,Coffee,Medium,2,3.5,7.0,Debit Card,,0,Downtown,EMP005,887
1559,2025-05-26,13:51:51,P201,Green Tea,Tea,Medium,2,2.5,5.0,Debit Card,C501,8,Airport,EMP004,428
1560,2024-11-25,13:11:48,P101,Espresso,Coffee,Small,3,2.5,7.5,Debit Card,,0,Airport,EMP005,1329
1561,2025-03-09,12:57:56,P101,Espresso,Coffee,Small,2,2.5,5.0,Cash,C371,9,Airport,EMP001,1896
1562,2025-06-10,15:37:51,P201,Green Tea,Tea,Small,1,2.0,2.0,Credit Card,,6,University,EMP004,1995
1563,2025-05-06,08:43:57,P301,Blueberry Muffin,Bakery,,1,2.5,2.5,Credit Card,C623,0,University,EMP005,317
1564,2025-01-11,10:24:16,P102,Cappuccino,Coffee,Large,3,4.0,12.0,Cash,C127,0,Downtown,EMP002,1987
1565,2025-03-11,16:05:05,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Debit Card,,0,Downtown,EMP003,635
1566,2024-12-09,10:45:28,P101,Espresso,Coffee,Medium,1,3.0,3.0,Credit Card,C271,0,Downtown,EMP005,1926
1567,2024-08-19,14:57:38,P101,Espresso,Coffee,Medium,1,3.0,3.0,Debit Card,,0,Airport,EMP005,2057
1568,2024-09-02,14:11:05,P202,Chai Latte,Tea,Large,1,4.0,4.0,Debit Card,C832,0,Downtown,EMP005,2271
1569,2024-09-27,16:53:43,P201,Green Tea,Tea,Small,3,2.0,6.0,Credit Card,,10,Mall Branch,EMP003,1440
1570,2025-02-06,08:41:19,P302,Croissant,Bakery,,2,3.0,6.0,Cash,C783,2,Mall Branch,EMP005,553
1571,2024-08-17,18:26:14,P302,Croissant,Bakery,,2,3.0,6.0,Debit Card,C550,0,Mall Branch,EMP001,716
1572,2025-02-13,09:23:03,P103,Latte,Coffee,Large,1,4.5,4.5,Credit Card,C939,9,Mall Branch,EMP004,1288
1573,2025-07-15,14:59:55,P302,Croissant,Bakery,,1,3.0,3.0,Credit Card,,8,Airport,EMP004,1714
1574,2025-03-24,17:38:34,P201,Green Tea,Tea,Medium,2,2.5,5.0,Credit Card,C468,6,Airport,EMP005,1884
1575,2025-06-14,10:06:53,P302,Croissant,Bakery,,2,3.0,6.0,Credit Card,C505,6,Mall Branch,EMP002,1108
1576,2025-04-16,08:22:40,P103,Latte,Coffee,Medium,2,3.5,7.0,Credit Card,,0,University,EMP002,1342
1577,2024-09-10,10:53:01,P201,Green Tea,Tea,Small,1,2.0,2.0,Debit Card,C830,10,Airport,EMP002,111
1578,2025-06-10,20:56:19,P101,Espresso,Coffee,Medium,2,3.0,6.0,Credit Card,C116,0,Mall Branch,EMP002,251
1579,2025-03-09,09:42:23,P103,Latte,Coffee,Large,3,4.5,13.5,Credit Card,C517,6,Downtown,EMP003,2431
1580,2025-02-18,08:59:21,P302,Croissant,Bakery,,2,3.0,6.0,Cash,,6,Mall Branch,EMP003,2055
1581,2025-01-08,20:38:46,P103,Latte,Coffee,Medium,2,3.5,7.0,Debit Card,,1,Downtown,EMP002,459
1582,2024-12-18,19:41:19,P102,Cappuccino,Coffee,Small,1,3.0,3.0,Credit Card,C706,4,Airport,EMP004,1108
1583,2024-10-30,10:14:38,P102,Cappuccino,Coffee,Small,1,3.0,3.0,Cash,C746,8,University,EMP002,208
1584,2025-03-29,11:13:54,P202,Chai Latte,Tea,Large,2,4.0,8.0,Cash,C620,4,Mall Branch,EMP004,900
1585,2025-01-19,13:08:00,P103,Latte,Coffee,Large,1,4.5,4.5,Credit Card,,0,Mall Branch,EMP003,22
1586,2024-11-05,18:03:06,P202,Chai Latte,Tea,Large,3,4.0,12.0,Credit Card,,4,Downtown,EMP001,410
1587,2024-09-02,09:45:34,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Cash,C912,2,University,EMP001,895
1588,2025-02-09,10:52:59,P102,Cappuccino,Coffee,Medium,2,3.5,7.0,Cash,C928,0,Downtown,EMP003,515
1589,2025-04-24,12:38:00,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Debit Card,C155,3,University,EMP004,809
1590,2024-10-07,10:20:17,P202,Chai Latte,Tea,Medium,3,3.5,10.5,Credit Card,C408,0,Mall Branch,EMP004,874
1591,2025-02-14,15:54:00,P302,Croissant,Bakery,,3,3.0,9.0,Debit Card,C766,0,Airport,EMP005,14
1592,2024-09-09,14:23:47,P102,Cappuccino,Coffee,Medium,1,3.5,3.5,Credit Card,C552,0,Airport,EMP002,971
1593,2025-07-06,12:37:44,P101,Espresso,Coffee,Small,2,2.5,5.0,Cash,C456,0,University,EMP001,2135
1594,2025-06-17,12:21:42,P201,Green Tea,Tea,Medium,3,2.5,7.5,Credit Card,,0,Mall Branch,EMP002,1561
1595,2025-03-19,09:15:51,P102,Cappuccino,Coffee,Small,3,3.0,9.0,Credit Card,C888,7,Airport,EMP002,1325
1596,2025-04-29,08:10:07,P302,Croissant,Bakery,,3,3.0,9.0,Debit Card,C531,0,Downtown,EMP003,1267
1597,2024-10-05,19:08:32,P103,Latte,Coffee,Large,3,4.5,13.5,Debit Card,C185,4,Airport,EMP001,2170
1598,2024-12-26,16:39:06,P301,Blueberry Muffin,Bakery,,1,2.5,2.5,Cash,C316,6,University,EMP005,750
1599,2025-01-21,10:47:23,P103,Latte,Coffee,Medium,3,3.5,10.5,Cash,,10,Airport,EMP004,685
1600,2024-09-10,08:10:33,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Debit Card,,8,Downtown,EMP005,1928
1601,2025-07-10,17:00:28,P103,Latte,Coffee,Medium,3,3.5,10.5,Debit Card,,0,University,EMP002,2357
1602,2024-10-18,17:32:27,P202,Chai Latte,Tea,Large,2,4.0,8.0,Debit Card,C252,0,Airport,EMP004,695
1603,2024-12-02,16:40:26,P302,Croissant,Bakery,,1,3.0,3.0,Cash,C546,5,Airport,EMP004,2336
1604,2024-09-20,14:46:45,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Cash,C265,0,Airport,EMP002,307
1605,2025-06-26,12:02:18,P102,Cappuccino,Coffee,Medium,2,3.5,7.0,Cash,C237,8,Downtown,EMP003,1990
1606,2025-06-10,13:02:36,P101,Espresso,Coffee,Small,2,2.5,5.0,Cash,C348,0,Airport,EMP001,662
1607,2025-06-11,08:10:56,P102,Cappuccino,Coffee,Large,1,4.0,4.0,Credit Card,,0,Mall Branch,EMP001,549
1608,2025-03-03,11:32:55,P103,Latte,Coffee,Large,3,4.5,13.5,Credit Card,C805,5,Downtown,EMP001,312
1609,2025-03-20,16:36:02,P302,Croissant,Bakery,,3,3.0,9.0,Credit Card,C493,0,Airport,EMP005,1083
1610,2025-03-17,11:19:35,P101,Espresso,Coffee,Small,2,2.5,5.0,Cash,C520,4,University,EMP001,1738
1611,2025-07-08,17:39:44,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Debit Card,C892,6,Airport,EMP002,755
1612,2025-05-21,09:35:39,P102,Cappuccino,Coffee,Large,1,4.0,4.0,Debit Card,,0,Downtown,EMP003,35
1613,2025-07-03,11:18:46,P103,Latte,Coffee,Medium,1,3.5,3.5,Cash,C824,8,Airport,EMP001,445
1614,2024-08-26,11:35:13,P101,Espresso,Coffee,Medium,3,3.0,9.0,Credit Card,C810,7,Airport,EMP001,2141
1615,2024-10-02,10:04:15,P102,Cappuccino,Coffee,Large,1,4.0,4.0,Cash,C352,0,Airport,EMP004,1983
1616,2025-05-16,16:42:02,P101,Espresso,Coffee,Small,1,2.5,2.5,Credit Card,C544,6,Mall Branch,EMP001,1231
1617,2024-11-22,10:29:22,P101,Espresso,Coffee,Medium,2,3.0,6.0,Debit Card,,0,Mall Branch,EMP001,353
1618,2025-07-05,11:29:04,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Debit Card,,0,Downtown,EMP001,903
1619,2024-09-07,08:33:16,P102,Cappuccino,Coffee,Small,1,3.0,3.0,Credit Card,C881,4,Downtown,EMP005,1356
1620,2025-07-13,13:32:43,P101,Espresso,Coffee,Medium,3,3.0,9.0,Debit Card,,0,Mall Branch,EMP004,1749
1621,2025-03-08,19:10:22,P102,Cappuccino,Coffee,Large,1,4.0,4.0,Cash,C936,0,Airport,EMP005,159
1622,2024-12-19,15:58:52,P101,Espresso,Coffee,Medium,2,3.0,6.0,Cash,,0,Airport,EMP001,1978
1623,2025-01-28,20:06:22,P102,Cappuccino,Coffee,Small,1,3.0,3.0,Cash,C601,6,University,EMP004,957
1624,2025-02-24,16:44:03,P101,Espresso,Coffee,Small,3,2.5,7.5,Cash,C358,2,Downtown,EMP003,2072
1625,2025-01-13,17:48:01,P103,Latte,Coffee,Medium,1,3.5,3.5,Cash,C503,7,Downtown,EMP001,404
1626,2024-11-09,10:48:22,P102,Cappuccino,Coffee,Small,3,3.0,9.0,Cash,C108,1,University,EMP003,516
1627,2025-02-28,20:02:18,P302,Croissant,Bakery,,3,3.0,9.0,Credit Card,C688,2,Mall Branch,EMP001,1388
1628,2024-12-12,12:30:59,P301,Blueberry Muffin,Bakery,,3,2.5,7.5,Credit Card,,3,University,EMP004,956
1629,2024-11-08,15:09:37,P202,Chai Latte,Tea,Medium,3,3.5,10.5,Debit Card,C430,1,Downtown,EMP005,2200
1630,2025-03-06,13:29:09,P202,Chai Latte,Tea,Large,3,4.0,12.0,Cash,C999,5,Mall Branch,EMP002,1713
1631,2025-01-14,09:36:26,P103,Latte,Coffee,Medium,1,3.5,3.5,Credit Card,,8,University,EMP001,608
1632,2024-11-19,08:01:20,P103,Latte,Coffee,Large,1,4.5,4.5,Cash,,0,Downtown,EMP002,2468
1633,2025-03-04,16:29:58,P103,Latte,Coffee,Medium,2,3.5,7.0,Credit Card,C651,4,Mall Branch,EMP002,1274
1634,2024-12-23,08:15:24,P101,Espresso,Coffee,Medium,2,3.0,6.0,Credit Card,C922,0,Airport,EMP002,1536
1635,2025-05-27,13:11:27,P301,Blueberry Muffin,Bakery,,2,2.5,5.0,Credit Card,C687,2,Downtown,EMP001,2383
1636,2025-02-17,13:05:18,P101,Espresso,Coffee,Small,2,2.5,5.0,Debit Card,C279,0,University,EMP003,1442
