transaction_id,transaction_date,transaction_time,product_id,product_name,product_category,size,quantity,unit_price,total_price,payment_method,customer_id,loyalty_points_earned,location,barista_id
1091,2024-11-29,18:19:28,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Credit Card,NA,5,Downtown,EMP001
1092,2025-04-29,12:16:00,P103,Latte,Coffee,Large,2,4.5,9.0,Debit Card,NA,0,Downtown,EMP005
1093,2025-04-29,09:57:18,P102,Cappuccino,Coffee,Medium,1,3.5,3.5,Credit Card,C819,1,University,EMP002
1094,2025-05-05,09:03:20,P201,Green Tea,Tea,Medium,1,2.5,2.5,Debit Card,C899,6,Airport,EMP002
1095,2024-12-16,15:06:53,P202,Chai Latte,Tea,Large,3,4.0,12.0,Credit Card,NA,0,Airport,EMP005
1096,2024-11-20,16:08:12,P202,Chai Latte,Tea,Large,3,4.0,12.0,Debit Card,C505,6,Downtown,EMP001
1097,2025-01-15,08:51:26,P101,Espresso,Coffee,Medium,3,3.0,9.0,Credit Card,C665,3,Airport,EMP001
1098,2025-04-21,20:25:07,P103,Latte,Coffee,Large,3,4.5,13.5,Credit Card,C533,3,University,EMP005
1099,2025-03-27,15:35:47,P102,Cappuccino,Coffee,Small,2,3.0,6.0,Cash,C189,8,Downtown,EMP004
1100,2025-06-12,19:42:40,P201,Green Tea,Tea,Small,1,2.0,2.0,Credit Card,NA,0,Mall Branch,EMP005
1101,2025-01-15,12:30:56,P201,Green Tea,Tea,Medium,2,2.5,5.0,Credit Card,C772,0,Downtown,EMP005
1102,2025-06-30,18:44:54,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Debit Card,C904,8,Mall Branch,EMP005
1103,2025-05-17,13:18:56,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Debit Card,NA,6,University,EMP004
1104,2025-07-23,13:22:13,P302,Croissant,Bakery,NA,3,3.0,9.0,Credit Card,C535,1,Mall Branch,EMP002
1105,2024-10-07,09:34:27,P202,Chai Latte,Tea,Large,2,4.0,8.0,Debit Card,C592,0,University,EMP001
1106,2025-05-02,09:58:28,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Credit Card,C417,1,Mall Branch,EMP004
1107,2024-12-07,17:05:20,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Cash,NA,0,University,EMP001
1108,2025-07-11,16:39:43,P202,Chai Latte,Tea,Large,2,4.0,8.0,Cash,C556,0,Airport,EMP002
1109,2025-04-08,17:25:18,P101,Espresso,Coffee,Small,3,2.5,7.5,Credit Card,C485,7,Mall Branch,EMP001
1110,2024-10-29,17:47:28,P103,Latte,Coffee,Medium,1,3.5,3.5,Cash,C860,0,University,EMP002
1111,2024-12-16,14:29:01,P102,Cappuccino,Coffee,Small,1,3.0,3.0,Credit Card,C194,0,Airport,EMP005
1112,2025-08-02,08:51:44,P202,Chai Latte,Tea,Large,3,4.0,12.0,Cash,C111,0,University,EMP001
1113,2025-07-27,17:58:38,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Credit Card,NA,0,Mall Branch,EMP005
1114,2025-03-15,16:32:47,P302,Croissant,Bakery,NA,2,3.0,6.0,Cash,C401,0,Mall Branch,EMP005
1115,2025-02-10,11:48:53,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Debit Card,NA,5,Airport,EMP002
1116,2025-07-10,19:03:10,P103,Latte,Coffee,Large,2,4.5,9.0,Credit Card,C836,0,Airport,EMP001
1117,2025-05-11,19:15:41,P202,Chai Latte,Tea,Large,3,4.0,12.0,Debit Card,C750,2,Downtown,EMP003
1118,2025-02-28,19:41:31,P102,Cappuccino,Coffee,Large,2,4.0,8.0,Cash,C691,0,University,EMP003
1119,2025-07-06,18:47:28,P101,Espresso,Coffee,Medium,3,3.0,9.0,Cash,C241,7,Mall Branch,EMP002
1120,2025-07-13,15:08:49,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Cash,C378,4,University,EMP002
1121,2025-08-01,08:43:00,P101,Espresso,Coffee,Medium,2,3.0,6.0,Debit Card,C945,4,Airport,EMP004
1122,2024-08-23,15:55:40,P102,Cappuccino,Coffee,Small,3,3.0,9.0,Debit Card,C862,0,Mall Branch,EMP004
1123,2024-11-11,15:50:53,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Credit Card,C810,0,Mall Branch,EMP001
1124,2025-03-01,13:38:47,P302,Croissant,Bakery,NA,3,3.0,9.0,Cash,C247,5,Airport,EMP003
1125,2025-06-18,08:56:09,P302,Croissant,Bakery,NA,2,3.0,6.0,Debit Card,C138,2,Downtown,EMP005
1126,2025-02-02,08:02:12,P202,Chai Latte,Tea,Large,1,4.0,4.0,Cash,C350,0,Airport,EMP003
1127,2024-09-07,09:27:52,P103,Latte,Coffee,Large,1,4.5,4.5,Debit Card,C801,10,Airport,EMP004
1128,2025-04-09,13:02:23,P103,Latte,Coffee,Medium,1,3.5,3.5,Cash,C263,1,Mall Branch,EMP003
1129,2025-06-05,20:48:29,P302,Croissant,Bakery,NA,3,3.0,9.0,Debit Card,NA,6,Mall Branch,EMP002
1130,2024-10-06,18:18:42,P202,Chai Latte,Tea,Large,1,4.0,4.0,Credit Card,C394,5,Mall Branch,EMP005
1131,2024-10-10,13:25:09,P201,Green Tea,Tea,Small,2,2.0,4.0,Cash,NA,6,Airport,EMP003
1132,2025-02-22,13:08:40,P102,Cappuccino,Coffee,Medium,2,3.5,7.0,Credit Card,C662,10,University,EMP004
1133,2024-09-02,10:22:16,P101,Espresso,Coffee,Medium,3,3.0,9.0,Credit Card,C650,2,Mall Branch,EMP003
1134,2025-06-08,11:41:04,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Debit Card,C591,8,Downtown,EMP002
1135,2025-02-11,13:09:59,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Credit Card,NA,8,University,EMP002
1136,2025-03-24,14:35:08,P103,Latte,Coffee,Medium,2,3.5,7.0,Cash,C298,5,Downtown,EMP002
1137,2025-04-19,18:33:38,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Credit Card,C960,0,Downtown,EMP005
1138,2024-12-25,12:34:48,P201,Green Tea,Tea,Medium,1,2.5,2.5,Credit Card,C243,7,Mall Branch,EMP002
1139,2025-01-22,08:09:39,P302,Croissant,Bakery,NA,3,3.0,9.0,Debit Card,C280,3,Mall Branch,EMP005
1140,2025-04-17,10:09:29,P103,Latte,Coffee,Medium,1,3.5,3.5,Credit Card,C857,0,Downtown,EMP004
1141,2024-12-13,09:52:35,P102,Cappuccino,Coffee,Large,2,4.0,8.0,Debit Card,C839,7,Mall Branch,EMP004
1142,2025-06-09,17:59:31,P302,Croissant,Bakery,NA,3,3.0,9.0,Debit Card,C543,2,Downtown,EMP005
1143,2025-01-01,17:35:30,P101,Espresso,Coffee,Medium,1,3.0,3.0,Cash,NA,7,Mall Branch,EMP002
1144,2025-01-11,18:35:44,P103,Latte,Coffee,Medium,3,3.5,10.5,Cash,NA,0,Mall Branch,EMP002
1145,2025-06-10,19:34:37,P101,Espresso,Coffee,Small,3,2.5,7.5,Credit Card,C554,0,Downtown,EMP003
1146,2025-06-09,08:48:01,P102,Cappuccino,Coffee,Medium,1,3.5,3.5,Credit Card,C209,9,Airport,EMP003
1147,2025-01-26,18:46:01,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Cash,C706,5,Downtown,EMP005
1148,2024-12-10,19:29:32,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Credit Card,C912,0,Downtown,EMP001
1149,2024-11-23,13:15:13,P201,Green Tea,Tea,Medium,2,2.5,5.0,Cash,C598,10,University,EMP003
1150,2025-01-31,08:27:34,P302,Croissant,Bakery,NA,2,3.0,6.0,Cash,C324,8,Mall Branch,EMP004
1151,2024-12-19,15:15:05,P103,Latte,Coffee,Large,3,4.5,13.5,Debit Card,C218,1,University,EMP002
1152,2025-03-08,14:39:30,P201,Green Tea,Tea,Medium,3,2.5,7.5,Cash,NA,7,Airport,EMP001
1153,2025-05-22,10:52:00,P302,Croissant,Bakery,NA,3,3.0,9.0,Debit Card,NA,4,University,EMP003
1154,2025-03-01,14:06:27,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Credit Card,C947,3,Downtown,EMP001
1155,2025-03-18,11:45:09,P201,Green Tea,Tea,Medium,1,2.5,2.5,Credit Card,C905,9,Airport,EMP002
1156,2025-05-24,13:17:26,P302,Croissant,Bakery,NA,2,3.0,6.0,Cash,C163,0,University,EMP003
1157,2025-05-06,10:44:49,P302,Croissant,Bakery,NA,3,3.0,9.0,Cash,NA,6,Downtown,EMP002
1158,2025-02-12,16:26:25,P201,Green Tea,Tea,Medium,1,2.5,2.5,Credit Card,C111,7,Mall Branch,EMP003
1159,2024-09-01,17:24:39,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Credit Card,NA,0,Mall Branch,EMP002
1160,2025-06-04,16:34:27,P302,Croissant,Bakery,NA,2,3.0,6.0,Debit Card,C913,0,Downtown,EMP005
1161,2024-11-26,15:07:21,P302,Croissant,Bakery,NA,2,3.0,6.0,Debit Card,C643,4,Downtown,EMP005
1162,2025-02-18,20:19:38,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Debit Card,C261,7,Mall Branch,EMP005
1163,2024-11-23,20:06:49,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Cash,NA,4,Downtown,EMP002
1164,2024-12-15,13:32:50,P101,Espresso,Coffee,Medium,1,3.0,3.0,Debit Card,NA,0,University,EMP003
1165,2025-01-05,19:07:24,P101,Espresso,Coffee,Small,1,2.5,2.5,Debit Card,C833,5,Mall Branch,EMP002
1166,2025-06-24,13:26:17,P101,Espresso,Coffee,Medium,1,3.0,3.0,Cash,C243,7,University,EMP004
1167,2025-07-25,13:37:45,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Credit Card,C290,3,Airport,EMP003
1168,2024-11-26,18:12:44,P201,Green Tea,Tea,Medium,1,2.5,2.5,Debit Card,C561,4,University,EMP002
1169,2024-11-14,09:55:29,P302,Croissant,Bakery,NA,2,3.0,6.0,Credit Card,C606,5,University,EMP001
1170,2024-12-09,11:31:11,P103,Latte,Coffee,Medium,3,3.5,10.5,Cash,C542,6,University,EMP004
1171,2025-04-14,15:23:51,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Credit Card,C561,0,Mall Branch,EMP003
1172,2025-07-19,12:56:25,P103,Latte,Coffee,Large,2,4.5,9.0,Credit Card,C661,0,Downtown,EMP004
1173,2025-05-07,14:29:37,P102,Cappuccino,Coffee,Small,3,3.0,9.0,Debit Card,C697,2,Airport,EMP001
1174,2025-07-27,09:10:41,P302,Croissant,Bakery,NA,1,3.0,3.0,Cash,C695,6,Mall Branch,EMP003
1175,2024-11-06,16:21:09,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Credit Card,NA,0,Mall Branch,EMP004
1176,2025-07-04,17:32:08,P202,Chai Latte,Tea,Large,1,4.0,4.0,Credit Card,C310,0,Airport,EMP004
1177,2025-01-26,16:16:50,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Cash,C334,0,University,EMP003
1178,2025-07-05,11:24:00,P302,Croissant,Bakery,NA,3,3.0,9.0,Debit Card,C151,8,Mall Branch,EMP003
1179,2025-02-26,17:36:55,P102,Cappuccino,Coffee,Medium,2,3.5,7.0,Cash,C171,0,Mall Branch,EMP002
1180,2025-06-29,11:53:57,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Debit Card,C163,8,Mall Branch,EMP004
1181,2024-08-10,13:15:48,P302,Croissant,Bakery,NA,3,3.0,9.0,Debit Card,C403,1,Downtown,EMP002
1182,2025-04-07,13:19:16,P201,Green Tea,Tea,Medium,3,2.5,7.5,Cash,C127,1,Downtown,EMP003
1183,2024-10-21,11:17:07,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Cash,C169,7,University,EMP002
1184,2024-09-26,14:53:55,P302,Croissant,Bakery,NA,1,3.0,3.0,Debit Card,C930,0,Downtown,EMP003
1185,2025-05-27,17:56:58,P102,Cappuccino,Coffee,Large,1,4.0,4.0,Cash,C501,2,Airport,EMP003
1186,2025-01-07,14:24:38,P302,Croissant,Bakery,NA,2,3.0,6.0,Credit Card,C860,2,Airport,EMP004
1187,2024-10-19,09:02:10,P201,Green Tea,Tea,Small,1,2.0,2.0,Cash,C508,0,Mall Branch,EMP002
1188,2025-05-30,13:07:04,P302,Croissant,Bakery,NA,1,3.0,3.0,Cash,C328,10,University,EMP001
1189,2024-11-11,17:35:26,P103,Latte,Coffee,Medium,2,3.5,7.0,Credit Card,C220,9,Downtown,EMP001
1190,2025-05-07,08:14:29,P103,Latte,Coffee,Large,1,4.5,4.5,Cash,C664,1,Downtown,EMP002
1191,2024-10-24,20:04:24,P201,Green Tea,Tea,Small,3,2.0,6.0,Cash,C430,6,Downtown,EMP001
1192,2025-05-02,14:21:50,P102,Cappuccino,Coffee,Large,3,4.0,12.0,Cash,C199,0,Mall Branch,EMP003
1193,2024-08-30,10:26:23,P101,Espresso,Coffee,Small,2,2.5,5.0,Credit Card,C787,0,Mall Branch,EMP005
1194,2024-10-03,15:10:41,P103,Latte,Coffee,Large,3,4.5,13.5,Credit Card,C784,0,University,EMP005
1195,2025-07-15,12:48:41,P201,Green Tea,Tea,Medium,2,2.5,5.0,Cash,NA,2,Downtown,EMP003
1196,2025-07-17,16:48:17,P202,Chai Latte,Tea,Large,3,4.0,12.0,Cash,C931,0,University,EMP004
1197,2025-05-01,20:33:11,P102,Cappuccino,Coffee,Medium,1,3.5,3.5,Cash,C657,0,University,EMP002
1198,2024-10-30,17:37:25,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Debit Card,NA,0,Mall Branch,EMP005
1199,2025-07-15,10:26:56,P102,Cappuccino,Coffee,Medium,1,3.5,3.5,Credit Card,C658,7,Downtown,EMP002
1200,2025-02-22,12:06:06,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Credit Card,C398,0,University,EMP001
1201,2025-05-20,18:00:04,P102,Cappuccino,Coffee,Medium,1,3.5,3.5,Cash,NA,9,University,EMP003
1202,2025-02-04,10:55:30,P103,Latte,Coffee,Large,2,4.5,9.0,Credit Card,NA,10,Mall Branch,EMP004
1203,2025-02-25,11:15:17,P202,Chai Latte,Tea,Large,1,4.0,4.0,Debit Card,C128,10,Mall Branch,EMP001
1204,2025-03-12,11:29:21,P102,Cappuccino,Coffee,Small,1,3.0,3.0,Credit Card,NA,8,University,EMP003
1205,2025-06-01,14:00:48,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Cash,C987,8,University,EMP001
1206,2024-10-05,12:02:20,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Cash,NA,0,University,EMP005
1207,2025-05-15,18:26:31,P102,Cappuccino,Coffee,Medium,2,3.5,7.0,Debit Card,C744,0,Airport,EMP005
1208,2024-09-08,19:55:02,P103,Latte,Coffee,Large,1,4.5,4.5,Debit Card,NA,0,Airport,EMP005
1209,2025-04-15,16:17:28,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Credit Card,C159,3,Airport,EMP005
1210,2024-09-09,12:22:12,P202,Chai Latte,Tea,Large,1,4.0,4.0,Debit Card,NA,5,University,EMP002
1211,2025-01-09,10:09:55,P101,Espresso,Coffee,Small,2,2.5,5.0,Debit Card,NA,8,University,EMP002
1212,2025-05-06,09:52:36,P302,Croissant,Bakery,NA,1,3.0,3.0,Credit Card,C184,5,Airport,EMP003
1213,2025-02-12,09:13:32,P201,Green Tea,Tea,Small,2,2.0,4.0,Debit Card,NA,1,Downtown,EMP005
1214,2025-04-20,13:57:44,P102,Cappuccino,Coffee,Small,1,3.0,3.0,Cash,NA,0,Downtown,EMP001
1215,2025-01-30,09:08:29,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Debit Card,C144,7,Mall Branch,EMP003
1216,2024-11-09,14:51:56,P201,Green Tea,Tea,Small,3,2.0,6.0,Debit Card,C761,4,Mall Branch,EMP001
1217,2025-05-27,19:37:29,P102,Cappuccino,Coffee,Small,1,3.0,3.0,Cash,C944,9,Airport,EMP004
1218,2025-02-18,17:59:17,P101,Espresso,Coffee,Medium,1,3.0,3.0,Credit Card,NA,0,Mall Branch,EMP005
1219,2024-12-21,17:58:19,P103,Latte,Coffee,Large,2,4.5,9.0,Credit Card,C559,0,Downtown,EMP005
1220,2024-12-20,11:01:27,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Credit Card,NA,1,Mall Branch,EMP003
1221,2025-06-25,20:06:59,P302,Croissant,Bakery,NA,1,3.0,3.0,Debit Card,C499,9,Airport,EMP003
1222,2025-02-24,19:41:40,P302,Croissant,Bakery,NA,3,3.0,9.0,Credit Card,C648,0,Airport,EMP003
1223,2025-02-09,15:54:28,P202,Chai Latte,Tea,Large,1,4.0,4.0,Credit Card,C988,6,University,EMP003
1224,2025-02-13,11:48:09,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Cash,NA,8,Mall Branch,EMP001
1225,2024-10-03,12:23:53,P102,Cappuccino,Coffee,Medium,3,3.5,10.5,Credit Card,NA,2,Airport,EMP005
1226,2024-12-10,13:30:55,P102,Cappuccino,Coffee,Small,3,3.0,9.0,Cash,NA,3,Downtown,EMP005
1227,2024-11-18,12:26:06,P101,Espresso,Coffee,Medium,3,3.0,9.0,Cash,NA,6,Downtown,EMP003
1228,2024-10-04,11:35:52,P202,Chai Latte,Tea,Large,2,4.0,8.0,Debit Card,C279,0,University,EMP002
1229,2025-03-14,10:51:34,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Cash,C183,6,Airport,EMP002
1230,2024-08-20,18:46:41,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Cash,NA,0,Airport,EMP005
1231,2024-09-29,18:27:19,P101,Espresso,Coffee,Small,2,2.5,5.0,Credit Card,NA,6,Airport,EMP004
1232,2024-10-01,08:21:20,P101,Espresso,Coffee,Small,2,2.5,5.0,Debit Card,C788,5,University,EMP001
1233,2025-05-07,18:23:07,P302,Croissant,Bakery,NA,2,3.0,6.0,Cash,C450,0,University,EMP003
1234,2024-12-09,17:21:29,P201,Green Tea,Tea,Medium,3,2.5,7.5,Debit Card,NA,1,Airport,EMP001
1235,2025-03-05,18:35:34,P302,Croissant,Bakery,NA,1,3.0,3.0,Cash,C207,4,Mall Branch,EMP001
1236,2025-02-27,10:16:28,P101,Espresso,Coffee,Small,2,2.5,5.0,Debit Card,C695,0,Downtown,EMP002
1237,2024-08-10,14:40:03,P101,Espresso,Coffee,Medium,3,3.0,9.0,Credit Card,NA,8,University,EMP003
1238,2025-02-16,11:28:13,P103,Latte,Coffee,Medium,3,3.5,10.5,Credit Card,C990,0,Airport,EMP004
1239,2025-05-15,13:41:56,P302,Croissant,Bakery,NA,3,3.0,9.0,Credit Card,C599,0,Mall Branch,EMP004
1240,2024-12-21,08:40:37,P103,Latte,Coffee,Medium,3,3.5,10.5,Debit Card,C540,8,Airport,EMP005
1241,2025-05-13,15:20:38,P101,Espresso,Coffee,Medium,2,3.0,6.0,Cash,C960,4,Downtown,EMP005
1242,2025-07-15,12:28:50,P102,Cappuccino,Coffee,Small,3,3.0,9.0,Credit Card,C322,0,Mall Branch,EMP003
1243,2025-07-22,12:46:58,P302,Croissant,Bakery,NA,3,3.0,9.0,Credit Card,C655,1,University,EMP001
1244,2025-02-11,11:27:42,P101,Espresso,Coffee,Medium,3,3.0,9.0,Credit Card,C139,10,Downtown,EMP001
1245,2025-06-06,15:10:28,P302,Croissant,Bakery,NA,3,3.0,9.0,Credit Card,C122,0,Downtown,EMP002
1246,2024-12-22,08:23:34,P101,Espresso,Coffee,Medium,1,3.0,3.0,Credit Card,C966,0,Airport,EMP004
1247,2024-10-31,15:06:15,P101,Espresso,Coffee,Medium,3,3.0,9.0,Debit Card,C355,0,Airport,EMP003
1248,2025-03-11,20:20:45,P103,Latte,Coffee,Large,1,4.5,4.5,Credit Card,C805,0,Downtown,EMP004
1249,2025-07-20,09:37:23,P201,Green Tea,Tea,Small,2,2.0,4.0,Credit Card,NA,3,Mall Branch,EMP005
1250,2025-03-30,11:32:13,P302,Croissant,Bakery,NA,3,3.0,9.0,Cash,C265,0,Mall Branch,EMP001
1251,2025-05-22,19:45:42,P302,Croissant,Bakery,NA,3,3.0,9.0,Cash,C826,5,Downtown,EMP004
1252,2025-04-02,10:05:28,P102,Cappuccino,Coffee,Small,3,3.0,9.0,Cash,C538,0,Airport,EMP002
1253,2024-08-16,14:36:51,P201,Green Tea,Tea,Medium,2,2.5,5.0,Credit Card,C633,0,University,EMP002
1254,2025-02-19,17:45:11,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Debit Card,C503,6,University,EMP001
1255,2024-08-30,11:49:10,P202,Chai Latte,Tea,Medium,1,3.5,3.5,Cash,C703,0,University,EMP005
1256,2024-09-27,08:03:49,P302,Croissant,Bakery,NA,1,3.0,3.0,Debit Card,C813,0,Airport,EMP002
1257,2024-08-09,20:04:18,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Cash,C812,7,Downtown,EMP003
1258,2025-02-08,09:43:49,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Cash,C624,2,Mall Branch,EMP005
1259,2025-03-03,13:05:09,P101,Espresso,Coffee,Small,1,2.5,2.5,Cash,C265,10,Downtown,EMP003
1260,2025-03-05,18:49:57,P103,Latte,Coffee,Medium,3,3.5,10.5,Debit Card,NA,5,Downtown,EMP001
1261,2025-06-11,18:09:11,P102,Cappuccino,Coffee,Small,3,3.0,9.0,Debit Card,C859,0,Airport,EMP005
1262,2024-10-14,10:19:14,P103,Latte,Coffee,Large,3,4.5,13.5,Debit Card,C481,0,University,EMP002
1263,2025-07-09,13:29:23,P101,Espresso,Coffee,Small,1,2.5,2.5,Credit Card,NA,3,Downtown,EMP002
1264,2024-10-24,14:11:12,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Cash,C858,0,Downtown,EMP001
1265,2024-12-07,14:44:05,P102,Cappuccino,Coffee,Large,3,4.0,12.0,Cash,C732,0,Airport,EMP005
1266,2024-11-02,14:43:47,P101,Espresso,Coffee,Small,2,2.5,5.0,Cash,NA,0,Downtown,EMP001
1267,2025-02-02,09:02:23,P302,Croissant,Bakery,NA,2,3.0,6.0,Debit Card,NA,5,Mall Branch,EMP005
1268,2025-03-07,08:56:25,P302,Croissant,Bakery,NA,3,3.0,9.0,Cash,C880,0,Mall Branch,EMP002
1269,2025-06-11,09:04:19,P302,Croissant,Bakery,NA,3,3.0,9.0,Cash,C260,10,Airport,EMP002
1270,2025-05-23,08:21:14,P302,Croissant,Bakery,NA,3,3.0,9.0,Cash,NA,8,Downtown,EMP002
1271,2025-07-05,15:10:51,P202,Chai Latte,Tea,Medium,3,3.5,10.5,Credit Card,C368,6,Mall Branch,EMP002
1272,2025-03-10,15:37:02,P103,Latte,Coffee,Medium,3,3.5,10.5,Cash,C912,4,Mall Branch,EMP005
1273,2025-02-06,12:35:31,P201,Green Tea,Tea,Medium,3,2.5,7.5,Cash,NA,6,Downtown,EMP005
1274,2025-07-29,13:26:59,P201,Green Tea,Tea,Small,2,2.0,4.0,Credit Card,NA,0,Downtown,EMP005
1275,2025-03-20,20:44:59,P302,Croissant,Bakery,NA,3,3.0,9.0,Credit Card,C798,4,Airport,EMP004
1276,2024-11-09,08:27:52,P101,Espresso,Coffee,Medium,3,3.0,9.0,Credit Card,NA,9,Downtown,EMP004
1277,2025-01-01,15:42:26,P301,Blueberry Muffin,Bakery,NA,1,2.5,2.5,Debit Card,C270,0,University,EMP005
1278,2024-08-21,08:22:15,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Credit Card,C780,0,Downtown,EMP001
1279,2025-04-28,17:58:01,P202,Chai Latte,Tea,Large,1,4.0,4.0,Cash,C812,0,Downtown,EMP003
1280,2025-04-03,20:30:05,P101,Espresso,Coffee,Small,2,2.5,5.0,Credit Card,C863,10,Mall Branch,EMP005
1281,2025-07-15,13:46:01,P202,Chai Latte,Tea,Medium,2,3.5,7.0,Cash,NA,8,Airport,EMP004
1282,2025-02-16,09:51:36,P101,Espresso,Coffee,Medium,3,3.0,9.0,Credit Card,NA,0,Downtown,EMP003
1283,2024-08-18,09:42:39,P202,Chai Latte,Tea,Large,3,4.0,12.0,Debit Card,C250,0,Airport,EMP004
1284,2025-07-16,09:51:13,P302,Croissant,Bakery,NA,2,3.0,6.0,Debit Card,NA,0,Airport,EMP003
1285,2024-09-05,13:14:15,P102,Cappuccino,Coffee,Small,1,3.0,3.0,Credit Card,C305,6,Mall Branch,EMP002
1286,2025-04-20,12:41:26,P102,Cappuccino,Coffee,Large,2,4.0,8.0,Debit Card,C709,0,University,EMP002
1287,2025-05-12,19:48:08,P302,Croissant,Bakery,NA,1,3.0,3.0,Debit Card,C290,8,Downtown,EMP005
1288,2025-03-10,19:04:40,P102,Cappuccino,Coffee,Small,3,3.0,9.0,Credit Card,NA,0,Airport,EMP001
1289,2024-12-09,11:34:21,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Cash,C790,10,University,EMP001
1290,2025-02-07,19:31:52,P103,Latte,Coffee,Large,1,4.5,4.5,Cash,C158,9,Downtown,EMP005
1291,2024-08-14,13:37:34,P201,Green Tea,Tea,Medium,2,2.5,5.0,Debit Card,NA,0,Airport,EMP003
1292,2025-06-07,10:51:33,P201,Green Tea,Tea,Medium,3,2.5,7.5,Debit Card,C466,2,Mall Branch,EMP003
1293,2024-11-11,17:36:37,P301,Blueberry Muffin,Bakery,NA,3,2.5,7.5,Debit Card,C788,0,Mall Branch,EMP001
1294,2024-11-12,14:07:42,P102,Cappuccino,Coffee,Medium,1,3.5,3.5,Debit Card,C221,1,Downtown,EMP005
1295,2024-11-01,10:53:14,P301,Blueberry Muffin,Bakery,NA,2,2.5,5.0,Credit Card,NA,0,Downtown,EMP003
1296,2024-12-03,09:29:10,P202,Chai Latte,Tea,Large,3,4.0,12.0,Debit Card,C339,0,Airport,EMP001
1297,2024-08-23,11:35:14,P101,Espresso,Coffee,Medium,1,3.0,3.0,Debit Card,NA,0,Downtown,EMP003
1298,2025-05-22,14:50:08,P302,Croissant,Bakery,NA,2,3.0,6.0,Debit Card,NA,0,University,EMP003
1299,2024-09-20,11:11:14,P202,Chai Latte,Tea,Large,1,4.0,4.0,Credit Card,C891,0,Downtown,EMP001
1300,2025-01-19,15:01:39,P202,Chai Latte,Tea,Large,3,4.0,12.0,Debit Card,C738,0,Mall Branch,EMP002
1301,2025-01-25,10:47:16,P202,Chai Latte,Tea,Large,1,4.0,4.0,Credit Card,NA,2,University,EMP003
1302,2024-09-17,14:58:56,P201,Green Tea,Tea,Small,1,2.0,2.0,Debit Card,C331,0,Downtown,EMP005
1303,2025-07-23,12:32:11,P302,Croissant,Bakery,NA,3,3.0,9.0,Credit Card,C558,3,Mall Branch,EMP003
1304,2025-03-10,08:23:48,P101,Espresso,Coffee,Small,2,2.5,5.0,Cash,C608,0,Airport,EMP004
1305,2025-01-08,18:33:13,P201,Green Tea,Tea,Small,3,2.0,6.0,Debit Card,C788,7,Airport,EMP001
1306,2025-05-04,20:24:56,P302,Croissant,Bakery,NA,1,3.0,3.0,Cash,C130,6,Mall Branch,EMP003
1307,2025-01-30,20:05:26,P302,Croissant,Bakery,NA,1,3.0,3.0,Debit Card,NA,4,Mall Branch,EMP004
1308,2024-09-28,17:37:08,P101,Espresso,Coffee,Medium,2,3.0,6.0,Credit Card,C608,0,University,EMP001
1309,2024-10-22,16:30:08,P302,Croissant,Bakery,NA,2,3.0,6.0,Cash,C612,0,Mall Branch,EMP001
1310,2024-12-26,16:38:32,P101,Espresso,Coffee,Small,2,2.5,5.0,Credit Card,C103,0,University,EMP004
